s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 2.5210103E+003, 4.1184179E+003,-1.0396746E+003,-3.0940471E+003,-2.1215703E+001,-4.1488726E+001, 0.0000000E+000, 0.0000000E+000,-8.2159576E+001,-7.8008219E+001, 2.3654792E-001, 2.3654792E-001
 2.5220063E+003, 4.4032029E+003,-1.1398067E+003,-3.1172454E+003,-2.4534217E+001,-4.1598489E+001, 0.0000000E+000, 0.0000000E+000, 9.2578597E+001, 8.0018064E+001, 2.3654792E-001, 2.3654792E-001
 2.5230122E+003, 4.2977701E+003,-1.0565389E+003,-3.1962415E+003,-4.1055345E+001,-4.2334255E+001, 0.0000000E+000, 0.0000000E+000,-2.6833813E+001,-3.8399912E+001, 2.3654792E-001, 2.3654792E-001
 2.5240151E+003, 4.3306796E+003,-1.1067601E+003,-3.1302418E+003,-2.3893045E+001,-4.2642950E+001, 0.0000000E+000, 0.0000000E+000, 3.1971357E+001, 2.7141735E+001, 2.3654792E-001, 2.3654792E-001
 2.5250181E+003, 4.3024923E+003,-1.0806077E+003,-3.2295065E+003,-1.9812998E+001,-4.2621706E+001, 0.0000000E+000, 0.0000000E+000,-7.0194106E+001,-7.0056602E+001, 2.3654792E-001, 2.3654792E-001
 2.5260015E+003, 4.1906818E+003,-1.0252756E+003,-3.1076670E+003,-1.9488180E+001,-4.2364491E+001, 0.0000000E+000, 0.0000000E+000,-2.0443565E+000,-4.1133931E+000, 2.3654792E-001, 2.3654792E-001
 2.5270044E+003, 4.2773161E+003,-1.0865541E+003,-3.1052417E+003,-3.2946320E+001,-4.2303250E+001, 0.0000000E+000, 0.0000000E+000, 1.5931208E+001, 1.0270693E+001, 2.3654792E-001, 2.3654792E-001
 2.5280073E+003, 4.3109010E+003,-1.1223576E+003,-3.1425532E+003,-2.2415305E+001,-4.2337230E+001, 0.0000000E+000, 0.0000000E+000,-1.1124290E+001,-1.8762344E+001, 2.3654792E-001, 2.3654792E-001
 2.5290122E+003, 4.2449046E+003,-1.0634682E+003,-3.0915663E+003,-2.3882540E+001,-4.1334774E+001, 0.0000000E+000, 0.0000000E+000, 2.0304522E+001, 2.4652762E+001, 2.3654792E-001, 2.3654792E-001
 2.5300073E+003, 4.3397096E+003,-1.0915017E+003,-3.1307416E+003,-3.8531127E+001,-4.1716873E+001, 0.0000000E+000, 0.0000000E+000, 5.2991184E+001, 3.7218280E+001, 2.3654792E-001, 2.3654792E-001
 2.5310024E+003, 4.3069126E+003,-1.0899659E+003,-3.1762090E+003,-5.7586108E+001,-4.1750357E+001, 0.0000000E+000, 0.0000000E+000,-3.8258131E+001,-5.8598797E+001, 2.3654792E-001, 2.3654792E-001
 2.5320190E+003, 4.2980149E+003,-1.0724290E+003,-3.1600348E+003,-3.1719491E+001,-4.1725479E+001, 0.0000000E+000, 0.0000000E+000, 4.8150352E+000,-7.8938331E+000, 2.3654792E-001, 2.3654792E-001
 2.5330142E+003, 4.3742685E+003,-1.1240266E+003,-3.1170064E+003,-3.7115857E+001,-4.2266152E+001, 0.0000000E+000, 0.0000000E+000, 6.6357185E+001, 5.3853477E+001, 2.3654792E-001, 2.3654792E-001
 2.5340093E+003, 4.2360505E+003,-1.0345644E+003,-3.1848740E+003,-1.9987120E+001,-4.2094114E+001, 0.0000000E+000, 0.0000000E+000,-4.0051084E+001,-4.5469086E+001, 2.3654792E-001, 2.3654792E-001
 2.5350044E+003, 4.3166086E+003,-1.0682751E+003,-3.1259677E+003,-4.6435230E+001,-4.2143257E+001, 0.0000000E+000, 0.0000000E+000, 3.4441579E+001, 3.3787307E+001, 2.3654792E-001, 2.3654792E-001
 2.5360210E+003, 4.2968854E+003,-1.0620112E+003,-3.1866201E+003,-5.8256529E+001,-4.2281184E+001, 0.0000000E+000, 0.0000000E+000,-2.8567279E+001,-5.2283683E+001, 2.3654792E-001, 2.3654792E-001
 2.5370100E+003, 4.2652424E+003,-1.1048729E+003,-3.0856139E+003,-5.3923298E+001,-4.1706618E+001, 0.0000000E+000, 0.0000000E+000, 8.4474396E+000,-2.0874272E+001, 2.3654792E-001, 2.3654792E-001
 2.5380129E+003, 4.3541268E+003,-1.1212613E+003,-3.0881895E+003,-3.5405975E+001,-4.1651038E+001, 0.0000000E+000, 0.0000000E+000, 6.6997421E+001, 6.7619014E+001, 2.3654792E-001, 2.3654792E-001
 2.5390156E+003, 4.3417079E+003,-1.0112732E+003,-3.3017582E+003,-5.8289853E+001,-4.2755356E+001, 0.0000000E+000, 0.0000000E+000,-3.7462123E+001,-7.2368656E+001, 2.3654792E-001, 2.3654792E-001
 2.5400208E+003, 4.1874433E+003,-1.0389000E+003,-3.1511134E+003,-5.2091898E+001,-4.2297061E+001, 0.0000000E+000, 0.0000000E+000,-8.9309804E+001,-9.6959190E+001, 2.3654792E-001, 2.3654792E-001
 2.5410015E+003, 4.1325205E+003,-1.0706739E+003,-3.0341556E+003,-1.9460380E+001,-4.1255629E+001, 0.0000000E+000, 0.0000000E+000,-3.4967088E+001,-3.3025044E+001, 2.3654792E-001, 2.3654792E-001
 2.5420181E+003, 4.3355231E+003,-1.0896331E+003,-3.1906715E+003,-3.8665532E+001,-4.1118115E+001, 0.0000000E+000, 0.0000000E+000,-1.3055421E+001,-2.4565165E+001, 2.3654792E-001, 2.3654792E-001
 2.5430115E+003, 4.4159767E+003,-1.1367794E+003,-3.0321219E+003,-3.2154242E+001,-4.1280503E+001, 0.0000000E+000, 0.0000000E+000, 1.7982543E+002, 1.7364068E+002, 2.3654792E-001, 2.3654792E-001
 2.5440051E+003, 4.2406201E+003,-1.0377050E+003,-3.2634590E+003,-3.8291153E+001,-4.1143072E+001, 0.0000000E+000, 0.0000000E+000,-1.2423806E+002,-1.3997816E+002, 2.3654792E-001, 2.3654792E-001
 2.5450005E+003, 4.4206768E+003,-1.1800879E+003,-3.1598339E+003,-2.0969528E+001,-4.1856787E+001, 0.0000000E+000, 0.0000000E+000, 1.9366237E+001, 1.7928702E+001, 2.3654792E-001, 2.3654792E-001
 2.5460144E+003, 4.2894929E+003,-1.0586460E+003,-3.1643262E+003,-2.2192550E+001,-4.1465645E+001, 0.0000000E+000, 0.0000000E+000, 4.5018866E+000, 2.8625362E+000, 2.3654792E-001, 2.3654792E-001
 2.5470078E+003, 4.3428272E+003,-1.1094228E+003,-3.1008356E+003,-2.8768428E+001,-4.1500461E+001, 0.0000000E+000, 0.0000000E+000, 7.4082340E+001, 6.2299989E+001, 2.3654792E-001, 2.3654792E-001
 2.5480012E+003, 4.3305088E+003,-1.0929974E+003,-3.3224179E+003,-2.6533344E+001,-4.2324048E+001, 0.0000000E+000, 0.0000000E+000,-1.4437627E+002,-1.5376390E+002, 2.3654792E-001, 2.3654792E-001
 2.5490154E+003, 4.3127584E+003,-1.1162975E+003,-3.0812400E+003,-1.9433068E+001,-4.2961950E+001, 0.0000000E+000, 0.0000000E+000, 4.3883828E+001, 5.2825843E+001, 2.3654792E-001, 2.3654792E-001
 2.5500088E+003, 4.2239498E+003,-1.0639279E+003,-3.1406965E+003,-2.6132649E+001,-4.2351127E+001, 0.0000000E+000, 0.0000000E+000,-3.5912353E+001,-4.9158434E+001, 2.3654792E-001, 2.3654792E-001
 2.5510020E+003, 4.2605340E+003,-1.0018732E+003,-3.1701449E+003,-2.6609256E+001,-4.1674088E+001, 0.0000000E+000, 0.0000000E+000, 2.1323925E+001, 2.0232498E+001, 2.3654792E-001, 2.3654792E-001
 2.5520161E+003, 4.1449479E+003,-9.7965057E+002,-3.2163158E+003,-2.7130131E+001,-4.2579221E+001, 0.0000000E+000, 0.0000000E+000,-1.0993329E+002,-1.2072786E+002, 2.3654792E-001, 2.3654792E-001
 2.5530095E+003, 4.0996996E+003,-9.5118662E+002,-3.0818647E+003,-1.9443853E+001,-4.2242187E+001, 0.0000000E+000, 0.0000000E+000, 6.5590684E+000, 4.9621954E+000, 2.3654792E-001, 2.3654792E-001
 2.5540029E+003, 4.2341290E+003,-1.0820604E+003,-3.0112881E+003,-1.9641501E+001,-4.2180781E+001, 0.0000000E+000, 0.0000000E+000, 7.2753834E+001, 7.8958214E+001, 2.3654792E-001, 2.3654792E-001
 2.5550171E+003, 4.3336914E+003,-1.0803711E+003,-3.2674617E+003,-1.8957371E+001,-4.2423160E+001, 0.0000000E+000, 0.0000000E+000,-6.8900245E+001,-7.5521819E+001, 2.3654792E-001, 2.3654792E-001
 2.5560125E+003, 4.2502843E+003,-1.0556190E+003,-3.0539354E+003,-4.4692864E+001,-4.1664697E+001, 0.0000000E+000, 0.0000000E+000, 5.5771796E+001, 5.4372315E+001, 2.3654792E-001, 2.3654792E-001
 2.5570142E+003, 4.2126002E+003,-9.9226557E+002,-3.0837266E+003,-4.3905196E+001,-4.1300522E+001, 0.0000000E+000, 0.0000000E+000, 8.1461514E+001, 5.1402310E+001, 2.3654792E-001, 2.3654792E-001
 2.5580156E+003, 4.4170779E+003,-1.0796380E+003,-3.2873062E+003,-6.1644216E+001,-4.2397529E+001, 0.0000000E+000, 0.0000000E+000,-2.0445448E+001,-5.3908083E+001, 2.3654792E-001, 2.3654792E-001
 2.5590173E+003, 4.1872031E+003,-1.0605682E+003,-3.0254577E+003,-3.8492020E+001,-4.1232015E+001, 0.0000000E+000, 0.0000000E+000, 2.0657114E+001, 2.1453184E+001, 2.3654792E-001, 2.3654792E-001
 2.5600007E+003, 4.2759694E+003,-1.0506332E+003,-3.2800200E+003,-2.6257469E+001,-4.1254676E+001, 0.0000000E+000, 0.0000000E+000,-1.1190502E+002,-1.2219596E+002, 2.3654792E-001, 2.3654792E-001
 2.5610020E+003, 4.3167221E+003,-1.0806118E+003,-3.0393057E+003,-3.1171920E+001,-4.1592299E+001, 0.0000000E+000, 0.0000000E+000, 1.1990078E+002, 1.2404043E+002, 2.3654792E-001, 2.3654792E-001
 2.5620032E+003, 4.3036243E+003,-1.1181861E+003,-3.1254432E+003,-2.4367864E+001,-4.2482970E+001, 0.0000000E+000, 0.0000000E+000, 4.6565625E+000,-6.8557941E+000, 2.3654792E-001, 2.3654792E-001
 2.5630046E+003, 4.3142518E+003,-1.0482075E+003,-3.2434101E+003,-2.3682779E+001,-4.2318558E+001, 0.0000000E+000, 0.0000000E+000,-4.2407425E+001,-4.3367144E+001, 2.3654792E-001, 2.3654792E-001
 2.5640059E+003, 4.2265583E+003,-1.0284787E+003,-3.1985337E+003,-2.2793947E+001,-4.2239180E+001, 0.0000000E+000, 0.0000000E+000,-6.0310598E+001,-6.5487201E+001, 2.3654792E-001, 2.3654792E-001
 2.5650073E+003, 4.3475902E+003,-1.0891703E+003,-3.0704873E+003,-2.1539415E+001,-4.2065051E+001, 0.0000000E+000, 0.0000000E+000, 1.2173950E+002, 1.2432804E+002, 2.3654792E-001, 2.3654792E-001
 2.5660085E+003, 4.2606755E+003,-1.0333000E+003,-3.1951700E+003,-2.2359800E+001,-4.2655298E+001, 0.0000000E+000, 0.0000000E+000,-2.0003848E+001,-3.2809577E+001, 2.3654792E-001, 2.3654792E-001
 2.5670100E+003, 4.1822684E+003,-1.0779433E+003,-3.1616829E+003,-2.5627395E+001,-4.2226650E+001, 0.0000000E+000, 0.0000000E+000,-1.2404497E+002,-1.2521184E+002, 2.3654792E-001, 2.3654792E-001
 2.5680093E+003, 4.2459834E+003,-1.0947258E+003,-2.9904964E+003,-2.4725034E+001,-4.0801288E+001, 0.0000000E+000, 0.0000000E+000, 9.1678762E+001, 9.5234892E+001, 2.3654792E-001, 2.3654792E-001
 2.5690208E+003, 4.3723808E+003,-1.0700821E+003,-3.2293018E+003,-3.1937637E+001,-4.1779932E+001, 0.0000000E+000, 0.0000000E+000, 2.2849633E+001,-7.2069993E-001, 2.3654792E-001, 2.3654792E-001
 2.5700098E+003, 4.3158861E+003,-1.1231145E+003,-3.2121501E+003,-2.4012915E+001,-4.2123741E+001, 0.0000000E+000, 0.0000000E+000,-9.3822417E+001,-8.5515193E+001, 2.3654792E-001, 2.3654792E-001
 2.5710051E+003, 4.2797162E+003,-1.0840885E+003,-3.1375510E+003,-2.3903482E+001,-4.2006549E+001, 0.0000000E+000, 0.0000000E+000,-7.1244452E-001,-7.8333241E+000, 2.3654792E-001, 2.3654792E-001
 2.5720056E+003, 4.1676974E+003,-1.0490633E+003,-3.0416214E+003,-2.3111365E+001,-4.1263089E+001, 0.0000000E+000, 0.0000000E+000, 1.7022992E+001, 1.2638300E+001, 2.3654792E-001, 2.3654792E-001
 2.5730039E+003, 4.3778074E+003,-1.1461599E+003,-3.1590807E+003,-1.9665491E+001,-4.1468954E+001, 0.0000000E+000, 0.0000000E+000, 1.2273717E+001, 1.1432333E+001, 2.3654792E-001, 2.3654792E-001
 2.5740024E+003, 4.3218710E+003,-1.1162805E+003,-3.1098438E+003,-3.1526409E+001,-4.1983454E+001, 0.0000000E+000, 0.0000000E+000, 3.0356970E+001, 2.2236870E+001, 2.3654792E-001, 2.3654792E-001
 2.5750007E+003, 4.2057650E+003,-1.0272043E+003,-3.2017607E+003,-5.3099841E+001,-4.1910010E+001, 0.0000000E+000, 0.0000000E+000,-1.0198608E+002,-1.1820988E+002, 2.3654792E-001, 2.3654792E-001
 2.5760212E+003, 4.3284706E+003,-1.1163771E+003,-3.0452209E+003,-1.9819422E+001,-4.2205770E+001, 0.0000000E+000, 0.0000000E+000, 1.0666192E+002, 1.0484742E+002, 2.3654792E-001, 2.3654792E-001
 2.5770195E+003, 4.2914916E+003,-1.0701688E+003,-3.1991961E+003,-1.9978624E+001,-4.2263050E+001, 0.0000000E+000, 0.0000000E+000,-4.1195781E+001,-4.0115011E+001, 2.3654792E-001, 2.3654792E-001
 2.5780154E+003, 4.3365314E+003,-1.0692653E+003,-3.1866106E+003,-2.4824504E+001,-4.2319154E+001, 0.0000000E+000, 0.0000000E+000, 2.0884232E+001, 1.3511840E+001, 2.3654792E-001, 2.3654792E-001
 2.5790120E+003, 4.3184911E+003,-1.1258456E+003,-3.1436707E+003,-3.7411374E+001,-4.2419236E+001, 0.0000000E+000, 0.0000000E+000,-2.1786572E+001,-3.0855761E+001, 2.3654792E-001, 2.3654792E-001
 2.5800088E+003, 4.3304572E+003,-1.0726933E+003,-3.1683277E+003,-2.1320848E+001,-4.2768577E+001, 0.0000000E+000, 0.0000000E+000, 3.5024348E+001, 2.5346712E+001, 2.3654792E-001, 2.3654792E-001
 2.5810054E+003, 4.2135773E+003,-1.0195098E+003,-3.1845869E+003,-2.3631057E+001,-4.2293142E+001, 0.0000000E+000, 0.0000000E+000,-5.1609585E+001,-5.6443511E+001, 2.3654792E-001, 2.3654792E-001
 2.5820020E+003, 4.2332752E+003,-1.0680163E+003,-3.0457792E+003,-2.4719453E+001,-4.2164871E+001, 0.0000000E+000, 0.0000000E+000, 5.1786185E+001, 5.2595479E+001, 2.3654792E-001, 2.3654792E-001
 2.5830046E+003, 4.2839288E+003,-1.0876618E+003,-3.1055673E+003,-2.0934153E+001,-4.2230972E+001, 0.0000000E+000, 0.0000000E+000, 3.9342450E+001, 2.7534501E+001, 2.3654792E-001, 2.3654792E-001
 2.5840178E+003, 4.3175243E+003,-1.0724559E+003,-3.1977984E+003,-2.2236766E+001,-4.2839827E+001, 0.0000000E+000, 0.0000000E+000,-1.7051280E+001,-1.7806494E+001, 2.3654792E-001, 2.3654792E-001
 2.5850205E+003, 4.1961164E+003,-1.0462438E+003,-3.0845827E+003,-1.8811918E+001,-4.1729094E+001, 0.0000000E+000, 0.0000000E+000, 5.0652681E-002, 4.7488478E+000, 2.3654792E-001, 2.3654792E-001
 2.5860154E+003, 4.2734198E+003,-1.1191353E+003,-3.0849577E+003,-2.6687959E+001,-4.1095281E+001, 0.0000000E+000, 0.0000000E+000, 1.1610441E+001, 1.5436101E+000, 2.3654792E-001, 2.3654792E-001
 2.5870103E+003, 4.1497544E+003,-1.0037792E+003,-3.0683778E+003,-3.2368540E+001,-3.9420509E+001, 0.0000000E+000, 0.0000000E+000, 1.4622754E+001, 5.8083400E+000, 2.3654792E-001, 2.3654792E-001
 2.5880054E+003, 4.7868872E+003,-1.2410842E+003,-3.1608107E+003,-1.9936162E+001,-4.1933803E+001, 0.0000000E+000, 0.0000000E+000, 3.2687906E+002, 3.2312234E+002, 2.3654792E-001, 2.3654792E-001
 2.5890002E+003, 4.1223584E+003,-9.8020093E+002,-3.4503213E+003,-2.6285618E+001,-4.2257373E+001, 0.0000000E+000, 0.0000000E+000,-3.6979571E+002,-3.7670688E+002, 2.3654792E-001, 2.3654792E-001
 2.5900166E+003, 4.3439097E+003,-1.1011627E+003,-3.1568968E+003,-2.2253380E+001,-4.2832424E+001, 0.0000000E+000, 0.0000000E+000, 2.0295475E+001, 2.0764384E+001, 2.3654792E-001, 2.3654792E-001
 2.5910115E+003, 4.3358642E+003,-1.0866428E+003,-3.2129384E+003,-2.2140654E+001,-4.2847805E+001, 0.0000000E+000, 0.0000000E+000,-1.8872053E+001,-2.8705526E+001, 2.3654792E-001, 2.3654792E-001
 2.5920063E+003, 4.2731372E+003,-1.0897630E+003,-3.1085353E+003,-2.0542570E+001,-4.2402144E+001, 0.0000000E+000, 0.0000000E+000, 8.8817719E+000, 1.1894119E+001, 2.3654792E-001, 2.3654792E-001
 2.5930012E+003, 4.2434056E+003,-1.0397741E+003,-3.1548938E+003,-2.7990259E+001,-4.2644149E+001, 0.0000000E+000, 0.0000000E+000,-1.0459050E+001,-2.1896632E+001, 2.3654792E-001, 2.3654792E-001
 2.5940178E+003, 4.3113829E+003,-1.0491796E+003,-3.1709226E+003,-2.1263923E+001,-4.3053285E+001, 0.0000000E+000, 0.0000000E+000, 2.7028305E+001, 2.6963525E+001, 2.3654792E-001, 2.3654792E-001
 2.5950190E+003, 4.2195007E+003,-1.0448461E+003,-3.0151963E+003,-2.9292965E+001,-4.2442583E+001, 0.0000000E+000, 0.0000000E+000, 9.9347373E+001, 8.7722696E+001, 2.3654792E-001, 2.3654792E-001
 2.5960110E+003, 4.3231358E+003,-1.0873786E+003,-3.2509726E+003,-2.6862826E+001,-4.1708741E+001, 0.0000000E+000, 0.0000000E+000,-8.6908451E+001,-8.3787012E+001, 2.3654792E-001, 2.3654792E-001
 2.5970122E+003, 4.3081006E+003,-1.0853950E+003,-3.0684364E+003,-3.0849287E+001,-4.2268989E+001, 0.0000000E+000, 0.0000000E+000, 9.4220459E+001, 8.1150918E+001, 2.3654792E-001, 2.3654792E-001
 2.5980220E+003, 4.2551380E+003,-1.0927168E+003,-3.2588475E+003,-3.2963088E+001,-4.0962105E+001, 0.0000000E+000, 0.0000000E+000,-1.7641639E+002,-1.7035151E+002, 2.3654792E-001, 2.3654792E-001
 2.5990083E+003, 4.3926068E+003,-1.1415485E+003,-3.0808803E+003,-4.0326823E+001,-4.1773778E+001, 0.0000000E+000, 0.0000000E+000, 1.1263431E+002, 8.8077397E+001, 2.3654792E-001, 2.3654792E-001
 2.6000059E+003, 4.3113057E+003,-1.1120449E+003,-3.1770132E+003,-2.8484084E+001,-4.1866096E+001, 0.0000000E+000, 0.0000000E+000,-4.1670368E+001,-4.8102562E+001, 2.3654792E-001, 2.3654792E-001
 2.6010171E+003, 4.3372889E+003,-1.0798229E+003,-3.2403975E+003,-3.1547198E+001,-4.2261683E+001, 0.0000000E+000, 0.0000000E+000,-4.6543855E+001,-5.6740358E+001, 2.3654792E-001, 2.3654792E-001
 2.6020073E+003, 4.2855291E+003,-1.0604691E+003,-3.1135561E+003,-3.7707943E+001,-4.2408334E+001, 0.0000000E+000, 0.0000000E+000, 3.6003990E+001, 3.1387655E+001, 2.3654792E-001, 2.3654792E-001
 2.6030188E+003, 4.1611357E+003,-1.0549755E+003,-3.1075586E+003,-3.3325924E+001,-4.2013113E+001, 0.0000000E+000, 0.0000000E+000,-5.7377305E+001,-7.6737488E+001, 2.3654792E-001, 2.3654792E-001
 2.6040090E+003, 4.3626190E+003,-1.1106123E+003,-3.0579022E+003,-3.2607188E+001,-4.1625608E+001, 0.0000000E+000, 0.0000000E+000, 1.1653667E+002, 1.1987162E+002, 2.3654792E-001, 2.3654792E-001
 2.6050203E+003, 4.3247025E+003,-1.0494963E+003,-3.2658728E+003,-5.4658839E+001,-4.1638639E+001, 0.0000000E+000, 0.0000000E+000,-6.9123868E+001,-8.6964034E+001, 2.3654792E-001, 2.3654792E-001
 2.6060105E+003, 4.2084126E+003,-1.0296396E+003,-3.1599146E+003,-2.9122473E+001,-4.1902919E+001, 0.0000000E+000, 0.0000000E+000,-3.5207146E+001,-5.2166920E+001, 2.3654792E-001, 2.3654792E-001
 2.6070007E+003, 4.3619846E+003,-1.0717970E+003,-3.0304688E+003,-3.1980243E+001,-4.2814317E+001, 0.0000000E+000, 0.0000000E+000, 1.8869416E+002, 1.8492431E+002, 2.3654792E-001, 2.3654792E-001
 2.6080183E+003, 4.2478287E+003,-1.0342230E+003,-3.3265868E+003,-2.6542531E+001,-4.2737433E+001, 0.0000000E+000, 0.0000000E+000,-1.7339306E+002,-1.8226104E+002, 2.3654792E-001, 2.3654792E-001
 2.6090120E+003, 4.2436782E+003,-1.0618801E+003,-3.0694568E+003,-3.5085970E+001,-4.2162220E+001, 0.0000000E+000, 0.0000000E+000, 4.4265717E+001, 3.5093068E+001, 2.3654792E-001, 2.3654792E-001
 2.6100037E+003, 4.2951026E+003,-1.0687687E+003,-3.2263704E+003,-2.5264491E+001,-4.1550185E+001, 0.0000000E+000, 0.0000000E+000,-5.2554001E+001,-6.6851203E+001, 2.3654792E-001, 2.3654792E-001
 2.6110095E+003, 4.3027684E+003,-1.0743012E+003,-3.1357494E+003,-2.1348462E+001,-4.1900413E+001, 0.0000000E+000, 0.0000000E+000, 2.6309083E+001, 2.9469036E+001, 2.3654792E-001, 2.3654792E-001
 2.6120071E+003, 4.2059191E+003,-1.0685585E+003,-3.1011180E+003,-1.9760277E+001,-4.1357033E+001, 0.0000000E+000, 0.0000000E+000,-2.8216553E+001,-2.4874698E+001, 2.3654792E-001, 2.3654792E-001
 2.6130154E+003, 4.4480219E+003,-1.1157660E+003,-3.1646667E+003,-3.3705991E+001,-4.1658882E+001, 0.0000000E+000, 0.0000000E+000, 1.0448030E+002, 9.2224363E+001, 2.3654792E-001, 2.3654792E-001
 2.6140044E+003, 4.3696221E+003,-1.0950233E+003,-3.2295207E+003,-5.7598969E+001,-4.2332465E+001, 0.0000000E+000, 0.0000000E+000,-2.4973080E+001,-5.4853323E+001, 2.3654792E-001, 2.3654792E-001
 2.6150056E+003, 4.2653468E+003,-1.0661498E+003,-3.1458053E+003,-3.1012993E+001,-4.2696646E+001, 0.0000000E+000, 0.0000000E+000,-2.1103897E+001,-2.0317875E+001, 2.3654792E-001, 2.3654792E-001
 2.6160068E+003, 4.1734624E+003,-1.0436484E+003,-3.0795925E+003,-3.1792353E+001,-4.1825876E+001, 0.0000000E+000, 0.0000000E+000,-1.5130572E+001,-2.3396779E+001, 2.3654792E-001, 2.3654792E-001
 2.6170081E+003, 4.3295658E+003,-1.1109144E+003,-3.1847835E+003,-4.2227878E+001,-4.1772529E+001, 0.0000000E+000, 0.0000000E+000,-3.3817109E+001,-5.0132499E+001, 2.3654792E-001, 2.3654792E-001
 2.6180093E+003, 4.3964609E+003,-1.1491479E+003,-3.0795368E+003,-6.0411175E+001,-4.1864150E+001, 0.0000000E+000, 0.0000000E+000, 9.0861586E+001, 6.5500886E+001, 2.3654792E-001, 2.3654792E-001
 2.6190105E+003, 3.9897734E+003,-9.3195223E+002,-3.0416096E+003,-4.7779074E+001,-4.0260372E+001, 0.0000000E+000, 0.0000000E+000,-5.9806404E+001,-7.1827889E+001, 2.3654792E-001, 2.3654792E-001
 2.6200176E+003, 4.4955669E+003,-1.1456504E+003,-3.2048932E+003,-4.4390141E+001,-4.1783376E+001, 0.0000000E+000, 0.0000000E+000, 6.9644616E+001, 5.8849782E+001, 2.3654792E-001, 2.3654792E-001
 2.6210066E+003, 4.2972786E+003,-1.0664762E+003,-3.2362573E+003,-4.0984155E+001,-4.2774017E+001, 0.0000000E+000, 0.0000000E+000,-7.7260336E+001,-8.9213051E+001, 2.3654792E-001, 2.3654792E-001
 2.6220178E+003, 4.1576435E+003,-1.0357062E+003,-3.0608917E+003,-5.7610378E+001,-4.1962364E+001, 0.0000000E+000, 0.0000000E+000,-1.0919719E+001,-3.8527132E+001, 2.3654792E-001, 2.3654792E-001
 2.6230068E+003, 4.2367183E+003,-1.0758663E+003,-3.1124617E+003,-5.1798866E+001,-4.1083861E+001, 0.0000000E+000, 0.0000000E+000,-4.0283509E+001,-4.4492468E+001, 2.3654792E-001, 2.3654792E-001
 2.6240127E+003, 4.4171455E+003,-1.0966202E+003,-3.1204069E+003,-3.1373798E+001,-4.1299902E+001, 0.0000000E+000, 0.0000000E+000, 1.4517956E+002, 1.2744461E+002, 2.3654792E-001, 2.3654792E-001
 2.6250029E+003, 4.3444936E+003,-1.0677666E+003,-3.2172384E+003,-3.0579583E+001,-4.1542222E+001, 0.0000000E+000, 0.0000000E+000,-7.6878403E+000,-1.2633289E+001, 2.3654792E-001, 2.3654792E-001
 2.6260032E+003, 4.2394027E+003,-1.0329171E+003,-3.2813248E+003,-2.3164329E+001,-4.2146393E+001, 0.0000000E+000, 0.0000000E+000,-1.3624579E+002,-1.4014995E+002, 2.3654792E-001, 2.3654792E-001
 2.6270032E+003, 4.2300035E+003,-1.1032136E+003,-3.0650707E+003,-2.1124339E+001,-4.2777603E+001, 0.0000000E+000, 0.0000000E+000, 9.7739911E+000,-2.1826343E+000, 2.3654792E-001, 2.3654792E-001
 2.6280032E+003, 4.2513266E+003,-1.1389774E+003,-3.0001607E+003,-1.9346980E+001,-4.1886267E+001, 0.0000000E+000, 0.0000000E+000, 4.3518795E+001, 5.0955191E+001, 2.3654792E-001, 2.3654792E-001
 2.6290032E+003, 4.3314444E+003,-1.0499923E+003,-3.2678133E+003,-3.6405949E+001,-4.2233627E+001, 0.0000000E+000, 0.0000000E+000,-5.1191724E+001,-6.5000796E+001, 2.3654792E-001, 2.3654792E-001
 2.6300154E+003, 4.1943616E+003,-1.0308893E+003,-3.1079271E+003,-2.5122689E+001,-4.2029553E+001, 0.0000000E+000, 0.0000000E+000,-6.7949963E+000,-1.1607050E+001, 2.3654792E-001, 2.3654792E-001
 2.6310049E+003, 4.1484943E+003,-1.0785527E+003,-3.0024293E+003,-3.7452668E+001,-4.0456390E+001, 0.0000000E+000, 0.0000000E+000, 6.0820200E+000,-1.0396774E+001, 2.3654792E-001, 2.3654792E-001
 2.6320161E+003, 4.3277801E+003,-1.1095026E+003,-3.0728967E+003,-3.7374825E+001,-3.9118694E+001, 0.0000000E+000, 0.0000000E+000, 7.3820035E+001, 6.8887283E+001, 2.3654792E-001, 2.3654792E-001
 2.6330229E+003, 4.3637754E+003,-1.1068084E+003,-3.0452669E+003,-2.9797153E+001,-4.0170845E+001, 0.0000000E+000, 0.0000000E+000, 1.4533277E+002, 1.4173208E+002, 2.3654792E-001, 2.3654792E-001
 2.6340010E+003, 4.3774894E+003,-1.0633292E+003,-3.4297269E+003,-3.2005898E+001,-4.0635504E+001, 0.0000000E+000, 0.0000000E+000,-1.8483284E+002,-1.8820801E+002, 2.3654792E-001, 2.3654792E-001
 2.6350002E+003, 4.3582136E+003,-1.0755004E+003,-3.1366818E+003,-4.7501074E+001,-4.1890187E+001, 0.0000000E+000, 0.0000000E+000, 7.6656693E+001, 5.6640041E+001, 2.3654792E-001, 2.3654792E-001
