s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 8.6401654E+002, 4.3635960E+003,-1.1220054E+003,-3.1357376E+003,-2.5850304E+001,-4.2106858E+001, 0.0000000E+000, 0.0000000E+000, 5.5785086E+001, 3.7895709E+001, 2.3654792E-001, 2.3654792E-001
 8.6501276E+002, 4.2898907E+003,-1.0694255E+003,-3.1537264E+003,-3.2802336E+001,-4.2408018E+001, 0.0000000E+000, 0.0000000E+000,-4.1186206E+000,-8.4715557E+000, 2.3654792E-001, 2.3654792E-001
 8.6601825E+002, 4.3487607E+003,-1.0891676E+003,-3.1457247E+003,-2.7975768E+001,-4.2552833E+001, 0.0000000E+000, 0.0000000E+000, 4.5184657E+001, 4.3339804E+001, 2.3654792E-001, 2.3654792E-001
 8.6701538E+002, 4.3138291E+003,-1.0510642E+003,-3.1330914E+003,-2.8562178E+001,-4.2779563E+001, 0.0000000E+000, 0.0000000E+000, 6.6394058E+001, 5.8331729E+001, 2.3654792E-001, 2.3654792E-001
 8.6800513E+002, 4.2151424E+003,-1.0193214E+003,-3.1796797E+003,-2.8426499E+001,-4.2242409E+001, 0.0000000E+000, 0.0000000E+000,-5.7548787E+001,-5.4527577E+001, 2.3654792E-001, 2.3654792E-001
 8.6900409E+002, 4.2892304E+003,-1.0935390E+003,-3.0637300E+003,-5.1126406E+001,-4.1720586E+001, 0.0000000E+000, 0.0000000E+000, 5.5347087E+001, 3.9114361E+001, 2.3654792E-001, 2.3654792E-001
 8.7000189E+002, 4.3283743E+003,-1.0153234E+003,-3.2939434E+003,-3.7887286E+001,-4.2403498E+001, 0.0000000E+000, 0.0000000E+000,-4.3671044E+001,-6.1183391E+001, 2.3654792E-001, 2.3654792E-001
 8.7102075E+002, 4.3562109E+003,-1.1559924E+003,-3.0754416E+003,-3.5267395E+001,-4.0821663E+001, 0.0000000E+000, 0.0000000E+000, 5.4431765E+001, 4.8687807E+001, 2.3654792E-001, 2.3654792E-001
 8.7201111E+002, 4.1447542E+003,-1.0598913E+003,-3.1504465E+003,-2.8231994E+001,-4.0981700E+001, 0.0000000E+000, 0.0000000E+000,-1.2817585E+002,-1.3479727E+002, 2.3654792E-001, 2.3654792E-001
 8.7300146E+002, 4.1598002E+003,-1.0931783E+003,-2.9442748E+003,-3.8153531E+001,-3.9657447E+001, 0.0000000E+000, 0.0000000E+000, 6.1827950E+001, 4.4536193E+001, 2.3654792E-001, 2.3654792E-001
 8.7401331E+002, 4.4381149E+003,-1.0998524E+003,-3.2225327E+003,-2.6149389E+001,-3.9803716E+001, 0.0000000E+000, 0.0000000E+000, 4.5685014E+001, 4.9776698E+001, 2.3654792E-001, 2.3654792E-001
 8.7502087E+002, 4.5188385E+003,-1.1254900E+003,-3.2553005E+003,-3.2882521E+001,-4.2116379E+001, 0.0000000E+000, 0.0000000E+000, 7.2593346E+001, 6.3049138E+001, 2.3654792E-001, 2.3654792E-001
 8.7601495E+002, 4.4499154E+003,-1.1421120E+003,-3.3402947E+003,-3.1638310E+001,-4.2638152E+001, 0.0000000E+000, 0.0000000E+000,-1.0698818E+002,-1.0676772E+002, 2.3654792E-001, 2.3654792E-001
 8.7700385E+002, 4.3517721E+003,-1.1058895E+003,-3.1192735E+003,-2.5906766E+001,-4.2798987E+001, 0.0000000E+000, 0.0000000E+000, 6.0794890E+001, 5.7903352E+001, 2.3654792E-001, 2.3654792E-001
 8.7801355E+002, 4.0940465E+003,-1.0219439E+003,-3.1468041E+003,-3.0712746E+001,-4.1726919E+001, 0.0000000E+000, 0.0000000E+000,-1.3170074E+002,-1.4714120E+002, 2.3654792E-001, 2.3654792E-001
 8.7900037E+002, 4.3932756E+003,-1.1011739E+003,-3.1011542E+003,-2.0203963E+001,-4.1376081E+001, 0.0000000E+000, 0.0000000E+000, 1.2670128E+002, 1.2936740E+002, 2.3654792E-001, 2.3654792E-001
 8.8001007E+002, 4.2696489E+003,-1.0449966E+003,-3.2677933E+003,-3.4801588E+001,-4.1472880E+001, 0.0000000E+000, 0.0000000E+000,-1.0182407E+002,-1.1941546E+002, 2.3654792E-001, 2.3654792E-001
 8.8101459E+002, 4.4463055E+003,-1.1455005E+003,-3.2344104E+003,-5.0923017E+001,-4.2233835E+001, 0.0000000E+000, 0.0000000E+000,-1.4848794E+001,-2.6762224E+001, 2.3654792E-001, 2.3654792E-001
 8.8201324E+002, 4.2786132E+003,-1.1017417E+003,-3.0142542E+003,-5.4478815E+001,-4.2202799E+001, 0.0000000E+000, 0.0000000E+000, 8.5063123E+001, 6.5935647E+001, 2.3654792E-001, 2.3654792E-001
 8.8301184E+002, 4.1337608E+003,-9.3503221E+002,-3.1299460E+003,-5.6443496E+001,-4.1390514E+001, 0.0000000E+000, 0.0000000E+000,-1.4715483E+001,-2.9051492E+001, 2.3654792E-001, 2.3654792E-001
 8.8401050E+002, 4.1626607E+003,-9.9429622E+002,-3.1943887E+003,-3.3287641E+001,-4.0420522E+001, 0.0000000E+000, 0.0000000E+000,-8.9297332E+001,-9.9732333E+001, 2.3654792E-001, 2.3654792E-001
 8.8500909E+002, 4.5261913E+003,-1.1500752E+003,-3.2013437E+003,-3.0651698E+001,-4.1453500E+001, 0.0000000E+000, 0.0000000E+000, 1.0996535E+002, 1.0266718E+002, 2.3654792E-001, 2.3654792E-001
 8.8600775E+002, 4.2236389E+003,-1.0952737E+003,-3.1806147E+003,-4.3353005E+001,-4.1792554E+001, 0.0000000E+000, 0.0000000E+000,-1.2573163E+002,-1.3739498E+002, 2.3654792E-001, 2.3654792E-001
 8.8700641E+002, 4.4117266E+003,-1.0784396E+003,-3.1009633E+003,-2.4843534E+001,-4.2479645E+001, 0.0000000E+000, 0.0000000E+000, 1.7746505E+002, 1.6500055E+002, 2.3654792E-001, 2.3654792E-001
 8.8800946E+002, 4.1269345E+003,-1.0311395E+003,-2.9733652E+003,-3.0096795E+001,-4.0874144E+001, 0.0000000E+000, 0.0000000E+000, 4.9623056E+001, 5.1458853E+001, 2.3654792E-001, 2.3654792E-001
 8.8901874E+002, 4.5023314E+003,-1.1174341E+003,-3.5762190E+003,-2.5713518E+001,-4.2504559E+001, 0.0000000E+000, 0.0000000E+000,-2.6309771E+002,-2.5953978E+002, 2.3654792E-001, 2.3654792E-001
 8.9001221E+002, 4.1098684E+003,-1.0437947E+003,-3.0009426E+003,-2.2134214E+001,-4.0202091E+001, 0.0000000E+000, 0.0000000E+000, 1.4252780E+001, 2.7946987E+000, 2.3654792E-001, 2.3654792E-001
 8.9100574E+002, 4.0305614E+003,-1.0089819E+003,-2.9172685E+003,-2.3168975E+001,-3.9244144E+001, 0.0000000E+000, 0.0000000E+000, 3.8962811E+001, 4.1897775E+001, 2.3654792E-001, 2.3654792E-001
 8.9202032E+002, 4.4553241E+003,-1.1480600E+003,-2.9128693E+003,-2.4494203E+001,-3.9662756E+001, 0.0000000E+000, 0.0000000E+000, 3.3046441E+002, 3.3023783E+002, 2.3654792E-001, 2.3654792E-001
 8.9301379E+002, 4.3421601E+003,-1.0866389E+003,-3.6096530E+003,-3.2897127E+001,-4.1481962E+001, 0.0000000E+000, 0.0000000E+000,-4.1810864E+002,-4.2851088E+002, 2.3654792E-001, 2.3654792E-001
 8.9400726E+002, 4.3768043E+003,-1.1113188E+003,-3.1729606E+003,-4.4746491E+001,-4.2522514E+001, 0.0000000E+000, 0.0000000E+000, 1.8973674E+001, 5.2559851E+000, 2.3654792E-001, 2.3654792E-001
 8.9500287E+002, 4.1453866E+003,-1.0439984E+003,-2.9680848E+003,-2.1521304E+001,-4.1546349E+001, 0.0000000E+000, 0.0000000E+000, 7.7165832E+001, 7.0235796E+001, 2.3654792E-001, 2.3654792E-001
 8.9600061E+002, 4.3099325E+003,-1.0538521E+003,-3.2050033E+003,-3.6252182E+001,-4.1419051E+001, 0.0000000E+000, 0.0000000E+000,-1.3998480E+001,-2.6594094E+001, 2.3654792E-001, 2.3654792E-001
 8.9700464E+002, 4.3759848E+003,-1.0961084E+003,-3.1792167E+003,-2.6911571E+001,-4.1849497E+001, 0.0000000E+000, 0.0000000E+000, 3.0824923E+001, 3.1898607E+001, 2.3654792E-001, 2.3654792E-001
 8.9800867E+002, 4.3588048E+003,-1.0801520E+003,-3.1916026E+003,-2.2904155E+001,-4.2869533E+001, 0.0000000E+000, 0.0000000E+000, 3.5228555E+001, 2.1276487E+001, 2.3654792E-001, 2.3654792E-001
 8.9900653E+002, 4.2709655E+003,-1.0871047E+003,-3.1758781E+003,-2.0238295E+001,-4.3223975E+001, 0.0000000E+000, 0.0000000E+000,-5.2745392E+001,-5.5479668E+001, 2.3654792E-001, 2.3654792E-001
 9.0001172E+002, 4.2474965E+003,-1.0482365E+003,-3.1999280E+003,-2.9135175E+001,-4.2884283E+001, 0.0000000E+000, 0.0000000E+000,-7.0845166E+001,-7.2687438E+001, 2.3654792E-001, 2.3654792E-001
 9.0100513E+002, 4.3114590E+003,-1.0287131E+003,-3.0866363E+003,-2.4025161E+001,-4.2777609E+001, 0.0000000E+000, 0.0000000E+000, 1.3912740E+002, 1.2930684E+002, 2.3654792E-001, 2.3654792E-001
 9.0201880E+002, 4.1806117E+003,-1.0985937E+003,-2.9870875E+003,-2.1056412E+001,-4.1842700E+001, 0.0000000E+000, 0.0000000E+000, 2.4278126E+001, 3.2031402E+001, 2.3654792E-001, 2.3654792E-001
 9.0300464E+002, 4.3150764E+003,-1.1033973E+003,-3.2313277E+003,-2.4593331E+001,-4.1159940E+001, 0.0000000E+000, 0.0000000E+000,-8.3595924E+001,-8.5401879E+001, 2.3654792E-001, 2.3654792E-001
 9.0401611E+002, 4.3943585E+003,-1.0703067E+003,-3.1166231E+003,-3.1584492E+001,-4.1313437E+001, 0.0000000E+000, 0.0000000E+000, 1.4723008E+002, 1.3453081E+002, 2.3654792E-001, 2.3654792E-001
 9.0500348E+002, 4.2757810E+003,-1.0391085E+003,-3.4158668E+003,-3.2026090E+001,-4.1977523E+001, 0.0000000E+000, 0.0000000E+000,-2.4500932E+002,-2.5319787E+002, 2.3654792E-001, 2.3654792E-001
 9.0600085E+002, 4.2756157E+003,-1.1081258E+003,-3.0931394E+003,-2.2519977E+001,-4.2209813E+001, 0.0000000E+000, 0.0000000E+000, 1.7534122E+001, 9.6206252E+000, 2.3654792E-001, 2.3654792E-001
 9.0701990E+002, 4.2347889E+003,-1.0675350E+003,-3.1607828E+003,-1.9751932E+001,-4.2261828E+001, 0.0000000E+000, 0.0000000E+000,-5.6472043E+001,-5.5542625E+001, 2.3654792E-001, 2.3654792E-001
 9.0801727E+002, 4.2593450E+003,-1.0716070E+003,-3.0923271E+003,-1.9790746E+001,-4.2161409E+001, 0.0000000E+000, 0.0000000E+000, 3.6522722E+001, 3.3458776E+001, 2.3654792E-001, 2.3654792E-001
 9.0901465E+002, 4.2511742E+003,-1.0395846E+003,-3.0601137E+003,-2.3768510E+001,-4.2069400E+001, 0.0000000E+000, 0.0000000E+000, 8.0986858E+001, 8.5638015E+001, 2.3654792E-001, 2.3654792E-001
 9.1001196E+002, 4.3516568E+003,-1.0483894E+003,-3.2917718E+003,-4.9391495E+001,-4.2519746E+001, 0.0000000E+000, 0.0000000E+000,-5.1285552E+001,-8.0415715E+001, 2.3654792E-001, 2.3654792E-001
 9.1100934E+002, 4.3617066E+003,-1.0789727E+003,-3.0760314E+003,-2.0700507E+001,-4.2630346E+001, 0.0000000E+000, 0.0000000E+000, 1.4044883E+002, 1.4337171E+002, 2.3654792E-001, 2.3654792E-001
 9.1200671E+002, 4.2718703E+003,-1.0298549E+003,-3.2179080E+003,-4.7486063E+001,-4.2879175E+001, 0.0000000E+000, 0.0000000E+000,-4.5036418E+001,-6.6257791E+001, 2.3654792E-001, 2.3654792E-001
 9.1300867E+002, 4.2607389E+003,-1.0586465E+003,-3.1841662E+003,-4.2041999E+001,-4.2350231E+001, 0.0000000E+000, 0.0000000E+000,-5.7174080E+001,-6.6466020E+001, 2.3654792E-001, 2.3654792E-001
 9.1401501E+002, 4.2618301E+003,-1.0980440E+003,-3.0201061E+003,-3.9013960E+001,-4.1934215E+001, 0.0000000E+000, 0.0000000E+000, 7.2003392E+001, 6.2731882E+001, 2.3654792E-001, 2.3654792E-001
 9.1502142E+002, 4.2615650E+003,-1.0705062E+003,-3.2139368E+003,-4.4019222E+001,-4.1636037E+001, 0.0000000E+000, 0.0000000E+000,-9.2136533E+001,-1.0853326E+002, 2.3654792E-001, 2.3654792E-001
 9.1600635E+002, 4.3303924E+003,-1.0749911E+003,-3.1318213E+003,-5.2651523E+001,-4.1441416E+001, 0.0000000E+000, 0.0000000E+000, 4.4753982E+001, 2.9487028E+001, 2.3654792E-001, 2.3654792E-001
 9.1701917E+002, 4.2985561E+003,-1.0288269E+003,-3.0605088E+003,-5.2435304E+001,-4.2643711E+001, 0.0000000E+000, 0.0000000E+000, 1.3437991E+002, 1.1414138E+002, 2.3654792E-001, 2.3654792E-001
 9.1800806E+002, 4.3648290E+003,-1.0760567E+003,-3.3524593E+003,-4.7006321E+001,-4.2933819E+001, 0.0000000E+000, 0.0000000E+000,-1.4409469E+002,-1.5362713E+002, 2.3654792E-001, 2.3654792E-001
 9.1900293E+002, 4.1465205E+003,-9.5676941E+002,-3.2276860E+003,-3.8640823E+001,-4.1910319E+001, 0.0000000E+000, 0.0000000E+000,-9.9907222E+001,-1.1848611E+002, 2.3654792E-001, 2.3654792E-001
 9.2001892E+002, 4.3105667E+003,-1.0809751E+003,-3.1013059E+003,-2.1488798E+001,-4.2858977E+001, 0.0000000E+000, 0.0000000E+000, 7.0552544E+001, 6.3937974E+001, 2.3654792E-001, 2.3654792E-001
 9.2101379E+002, 4.3679109E+003,-1.0950974E+003,-3.1135618E+003,-2.1162130E+001,-4.3065695E+001, 0.0000000E+000, 0.0000000E+000, 9.4915182E+001, 9.5023936E+001, 2.3654792E-001, 2.3654792E-001
 9.2200861E+002, 4.2354046E+003,-1.0372799E+003,-3.3116769E+003,-3.2882494E+001,-4.2745166E+001, 0.0000000E+000, 0.0000000E+000,-1.8486498E+002,-1.8917987E+002, 2.3654792E-001, 2.3654792E-001
 9.2300348E+002, 4.2194815E+003,-1.0464690E+003,-3.0665516E+003,-2.3499561E+001,-4.2434224E+001, 0.0000000E+000, 0.0000000E+000, 4.6075399E+001, 4.0527093E+001, 2.3654792E-001, 2.3654792E-001
 9.2401947E+002, 4.2767222E+003,-1.0857282E+003,-3.1061144E+003,-2.4483381E+001,-4.2492642E+001, 0.0000000E+000, 0.0000000E+000, 2.4118842E+001, 1.7903517E+001, 2.3654792E-001, 2.3654792E-001
 9.2501428E+002, 4.3346290E+003,-1.1290934E+003,-3.1644186E+003,-2.2000821E+001,-4.2895153E+001, 0.0000000E+000, 0.0000000E+000,-1.5233176E+001,-2.3779037E+001, 2.3654792E-001, 2.3654792E-001
 9.2600916E+002, 4.1347926E+003,-9.7498031E+002,-3.1468729E+003,-2.1693416E+001,-4.2308510E+001, 0.0000000E+000, 0.0000000E+000,-5.5563450E+001,-5.1062514E+001, 2.3654792E-001, 2.3654792E-001
 9.2700397E+002, 4.3191135E+003,-1.0566511E+003,-3.0749955E+003,-2.1086008E+001,-4.2742956E+001, 0.0000000E+000, 0.0000000E+000, 1.2935721E+002, 1.2363798E+002, 2.3654792E-001, 2.3654792E-001
 9.2801996E+002, 4.1905553E+003,-1.0191282E+003,-3.1905565E+003,-2.5745919E+001,-4.2920189E+001, 0.0000000E+000, 0.0000000E+000,-7.3597801E+001,-8.7795477E+001, 2.3654792E-001, 2.3654792E-001
 9.2901483E+002, 4.1859545E+003,-1.0197751E+003,-3.1676122E+003,-2.5431384E+001,-4.3012252E+001, 0.0000000E+000, 0.0000000E+000,-7.0835444E+001,-6.9876412E+001, 2.3654792E-001, 2.3654792E-001
 9.3000964E+002, 4.2663110E+003,-1.1141749E+003,-3.0076197E+003,-2.5253826E+001,-4.3149233E+001, 0.0000000E+000, 0.0000000E+000, 8.6570332E+001, 7.6113331E+001, 2.3654792E-001, 2.3654792E-001
 9.3100452E+002, 4.2652083E+003,-1.0590064E+003,-3.2336203E+003,-1.9491300E+001,-4.2839910E+001, 0.0000000E+000, 0.0000000E+000,-8.5645228E+001,-8.9749708E+001, 2.3654792E-001, 2.3654792E-001
 9.3202264E+002, 4.1908208E+003,-1.0624181E+003,-3.0160252E+003,-2.6612456E+001,-4.2600764E+001, 0.0000000E+000, 0.0000000E+000, 5.1176377E+001, 4.3164244E+001, 2.3654792E-001, 2.3654792E-001
 9.3300348E+002, 4.1997518E+003,-1.0624689E+003,-3.1789987E+003,-4.4636178E+001,-4.2035324E+001, 0.0000000E+000, 0.0000000E+000,-1.1596904E+002,-1.2838724E+002, 2.3654792E-001, 2.3654792E-001
 9.3401080E+002, 4.2090476E+003,-1.0675215E+003,-3.0190800E+003,-1.9667022E+001,-4.1882907E+001, 0.0000000E+000, 0.0000000E+000, 6.4315928E+001, 6.0896134E+001, 2.3654792E-001, 2.3654792E-001
 9.3501813E+002, 4.3566410E+003,-1.1231076E+003,-3.0857547E+003,-2.0037132E+001,-4.2288515E+001, 0.0000000E+000, 0.0000000E+000, 8.2528668E+001, 8.5453045E+001, 2.3654792E-001, 2.3654792E-001
 9.3600482E+002, 4.2362379E+003,-1.0411544E+003,-3.2663487E+003,-2.4521158E+001,-4.2839612E+001, 0.0000000E+000, 0.0000000E+000,-1.3490047E+002,-1.3862595E+002, 2.3654792E-001, 2.3654792E-001
 9.3701215E+002, 4.2222218E+003,-1.0489159E+003,-3.0342016E+003,-1.9961147E+001,-4.2580710E+001, 0.0000000E+000, 0.0000000E+000, 8.5735430E+001, 7.6562488E+001, 2.3654792E-001, 2.3654792E-001
 9.3801947E+002, 4.2841986E+003,-1.0829658E+003,-3.0564626E+003,-1.9801259E+001,-4.2430341E+001, 0.0000000E+000, 0.0000000E+000, 7.9111611E+001, 8.2538647E+001, 2.3654792E-001, 2.3654792E-001
 9.3900623E+002, 4.3136908E+003,-1.1036623E+003,-3.1266080E+003,-1.9718682E+001,-4.2482662E+001, 0.0000000E+000, 0.0000000E+000, 3.1657093E+001, 2.1219138E+001, 2.3654792E-001, 2.3654792E-001
 9.4001355E+002, 4.2479248E+003,-1.0483200E+003,-3.1823804E+003,-2.0103235E+001,-4.2429628E+001, 0.0000000E+000, 0.0000000E+000,-5.0647246E+001,-4.5308535E+001, 2.3654792E-001, 2.3654792E-001
 9.4100031E+002, 4.2173077E+003,-1.1028384E+003,-3.1317165E+003,-1.9267926E+001,-4.2402417E+001, 0.0000000E+000, 0.0000000E+000,-7.1923655E+001,-7.8917607E+001, 2.3654792E-001, 2.3654792E-001
 9.4200757E+002, 4.2712553E+003,-1.0928327E+003,-3.0730935E+003,-1.8869030E+001,-4.1931702E+001, 0.0000000E+000, 0.0000000E+000, 4.7515909E+001, 4.4528336E+001, 2.3654792E-001, 2.3654792E-001
 9.4301489E+002, 4.3328608E+003,-1.0888448E+003,-3.1829006E+003,-2.8567373E+001,-4.2332260E+001, 0.0000000E+000, 0.0000000E+000,-8.3189364E-001,-9.7842470E+000, 2.3654792E-001, 2.3654792E-001
 9.4400165E+002, 4.2397978E+003,-1.0386453E+003,-3.1539041E+003,-2.1972688E+001,-4.1980372E+001, 0.0000000E+000, 0.0000000E+000,-1.8046728E+001,-1.6704707E+001, 2.3654792E-001, 2.3654792E-001
 9.4500897E+002, 4.2764406E+003,-1.0449739E+003,-3.1488586E+003,-2.1062607E+001,-4.2436332E+001, 0.0000000E+000, 0.0000000E+000, 3.1678808E+001, 1.9109229E+001, 2.3654792E-001, 2.3654792E-001
 9.4601624E+002, 4.3434452E+003,-1.1092633E+003,-3.1167648E+003,-2.4677306E+001,-4.2847743E+001, 0.0000000E+000, 0.0000000E+000, 4.5286781E+001, 4.9892118E+001, 2.3654792E-001, 2.3654792E-001
 9.4700299E+002, 4.1831006E+003,-1.0477070E+003,-3.1629641E+003,-3.3224237E+001,-4.2122032E+001, 0.0000000E+000, 0.0000000E+000,-8.3593593E+001,-1.0291677E+002, 2.3654792E-001, 2.3654792E-001
 9.4801855E+002, 4.1976412E+003,-1.0436285E+003,-3.0432484E+003,-3.5294443E+001,-4.1923008E+001, 0.0000000E+000, 0.0000000E+000, 4.0090195E+001, 3.3546781E+001, 2.3654792E-001, 2.3654792E-001
 9.4901349E+002, 4.3110617E+003,-1.0701689E+003,-3.1308785E+003,-3.3976820E+001,-4.2074350E+001, 0.0000000E+000, 0.0000000E+000, 3.5004099E+001, 3.3963169E+001, 2.3654792E-001, 2.3654792E-001
 9.5000848E+002, 4.2840025E+003,-1.0961585E+003,-3.1462425E+003,-2.5456235E+001,-4.1553728E+001, 0.0000000E+000, 0.0000000E+000,-2.0246399E+001,-2.5408531E+001, 2.3654792E-001, 2.3654792E-001
 9.5100348E+002, 4.2305366E+003,-1.0413552E+003,-3.0033749E+003,-3.4601279E+001,-4.0780618E+001, 0.0000000E+000, 0.0000000E+000, 1.1014359E+002, 1.1042460E+002, 2.3654792E-001, 2.3654792E-001
 9.5202106E+002, 4.4585394E+003,-1.0745232E+003,-3.4119320E+003,-3.1632163E+001,-4.2466334E+001, 0.0000000E+000, 0.0000000E+000,-8.3440521E+001,-1.0201430E+002, 2.3654792E-001, 2.3654792E-001
 9.5301599E+002, 4.3488270E+003,-1.1283568E+003,-3.0519656E+003,-3.7942396E+001,-4.2180933E+001, 0.0000000E+000, 0.0000000E+000, 1.0861125E+002, 8.8381264E+001, 2.3654792E-001, 2.3654792E-001
 9.5401099E+002, 4.3147802E+003,-1.0500092E+003,-3.2615421E+003,-3.9616892E+001,-4.2198367E+001, 0.0000000E+000, 0.0000000E+000,-7.4280292E+001,-7.8586277E+001, 2.3654792E-001, 2.3654792E-001
 9.5500598E+002, 4.2325061E+003,-1.0548171E+003,-3.2390675E+003,-2.5917122E+001,-4.1972533E+001, 0.0000000E+000, 0.0000000E+000,-1.2038550E+002,-1.2926815E+002, 2.3654792E-001, 2.3654792E-001
 9.5600092E+002, 4.3082394E+003,-1.1121907E+003,-3.1060143E+003,-1.9915898E+001,-4.2702085E+001, 0.0000000E+000, 0.0000000E+000, 3.2413149E+001, 2.7416382E+001, 2.3654792E-001, 2.3654792E-001
 9.5701892E+002, 4.3365249E+003,-1.1238594E+003,-3.1034847E+003,-2.2134825E+001,-4.2820285E+001, 0.0000000E+000, 0.0000000E+000, 4.6955653E+001, 4.4225658E+001, 2.3654792E-001, 2.3654792E-001
 9.5801294E+002, 4.1848693E+003,-1.0205628E+003,-3.1896265E+003,-2.4403769E+001,-4.2737912E+001, 0.0000000E+000, 0.0000000E+000,-9.6468894E+001,-9.2461588E+001, 2.3654792E-001, 2.3654792E-001
 9.5900696E+002, 4.2793635E+003,-1.1085259E+003,-3.0015554E+003,-2.0171602E+001,-4.2174837E+001, 0.0000000E+000, 0.0000000E+000, 1.0863955E+002, 1.0693573E+002, 2.3654792E-001, 2.3654792E-001
 9.6001727E+002, 4.3884477E+003,-1.0849994E+003,-3.2631302E+003,-2.7335662E+001,-4.3024002E+001, 0.0000000E+000, 0.0000000E+000,-2.1858912E+001,-3.0041590E+001, 2.3654792E-001, 2.3654792E-001
 9.6100958E+002, 4.1530153E+003,-1.0155831E+003,-3.1232891E+003,-2.8175839E+001,-4.2328985E+001, 0.0000000E+000, 0.0000000E+000,-4.4472257E+001,-5.6361764E+001, 2.3654792E-001, 2.3654792E-001
 9.6200391E+002, 4.2404739E+003,-1.0442033E+003,-3.0099928E+003,-2.0094497E+001,-4.2330830E+001, 0.0000000E+000, 0.0000000E+000, 1.2116845E+002, 1.2385254E+002, 2.3654792E-001, 2.3654792E-001
 9.6301215E+002, 4.2150157E+003,-1.0455025E+003,-3.2784152E+003,-1.9815644E+001,-4.1405191E+001, 0.0000000E+000, 0.0000000E+000,-1.7079152E+002,-1.7012284E+002, 2.3654792E-001, 2.3654792E-001
 9.6401556E+002, 4.2594925E+003,-1.0179722E+003,-3.1402004E+003,-3.5051074E+001,-4.1508189E+001, 0.0000000E+000, 0.0000000E+000, 3.6857633E+001, 2.4760676E+001, 2.3654792E-001, 2.3654792E-001
 9.6501910E+002, 4.4338657E+003,-1.1590349E+003,-3.1009880E+003,-2.4544319E+001,-4.1900621E+001, 0.0000000E+000, 0.0000000E+000, 1.1655905E+002, 1.0739791E+002, 2.3654792E-001, 2.3654792E-001
 9.6601746E+002, 4.3063688E+003,-1.0471814E+003,-3.3422839E+003,-3.8230403E+001,-4.2475576E+001, 0.0000000E+000, 0.0000000E+000,-1.5297452E+002,-1.6380256E+002, 2.3654792E-001, 2.3654792E-001
 9.6701910E+002, 4.2270650E+003,-1.1033085E+003,-2.9931284E+003,-2.2096382E+001,-4.1898098E+001, 0.0000000E+000, 0.0000000E+000, 5.6133058E+001, 6.6633536E+001, 2.3654792E-001, 2.3654792E-001
 9.6802075E+002, 4.2759239E+003,-1.0457890E+003,-3.1821701E+003,-2.0814946E+001,-4.2051984E+001, 0.0000000E+000, 0.0000000E+000,-5.2202366E+000,-1.4902101E+001, 2.3654792E-001, 2.3654792E-001
 9.6900104E+002, 4.2743505E+003,-1.0886352E+003,-3.1121695E+003,-2.0270592E+001,-4.2392941E+001, 0.0000000E+000, 0.0000000E+000, 1.2417133E+001, 1.0882130E+001, 2.3654792E-001, 2.3654792E-001
 9.7000269E+002, 4.3560767E+003,-1.1290017E+003,-3.0973760E+003,-2.0169014E+001,-4.2617063E+001, 0.0000000E+000, 0.0000000E+000, 6.8732082E+001, 6.6912933E+001, 2.3654792E-001, 2.3654792E-001
 9.7100433E+002, 4.2115044E+003,-1.0399883E+003,-3.1919386E+003,-2.2210356E+001,-4.2567973E+001, 0.0000000E+000, 0.0000000E+000,-7.9500913E+001,-8.5200843E+001, 2.3654792E-001, 2.3654792E-001
 9.7200598E+002, 4.3048716E+003,-1.1184506E+003,-3.0699718E+003,-4.0266546E+001,-4.2202144E+001, 0.0000000E+000, 0.0000000E+000, 4.7257668E+001, 3.3980510E+001, 2.3654792E-001, 2.3654792E-001
 9.7300763E+002, 4.2948367E+003,-1.0312217E+003,-3.2271951E+003,-2.5526622E+001,-4.1965405E+001, 0.0000000E+000, 0.0000000E+000,-2.7116997E+001,-3.1072093E+001, 2.3654792E-001, 2.3654792E-001
 9.7400922E+002, 4.2487563E+003,-1.0680345E+003,-3.1024574E+003,-3.4390283E+001,-4.2545681E+001, 0.0000000E+000, 0.0000000E+000, 8.3828872E+000, 1.3284878E+000, 2.3654792E-001, 2.3654792E-001
 9.7501514E+002, 4.2750759E+003,-1.0934535E+003,-3.0329555E+003,-4.0274925E+001,-4.2679838E+001, 0.0000000E+000, 0.0000000E+000, 7.5516665E+001, 6.5712181E+001, 2.3654792E-001, 2.3654792E-001
 9.7600818E+002, 4.3121430E+003,-1.1015391E+003,-3.2242068E+003,-3.5583293E+001,-4.2713368E+001, 0.0000000E+000, 0.0000000E+000,-8.3411277E+001,-9.1899609E+001, 2.3654792E-001, 2.3654792E-001
 9.7700165E+002, 4.2075132E+003,-1.0026893E+003,-3.1979454E+003,-2.3702437E+001,-4.2434363E+001, 0.0000000E+000, 0.0000000E+000,-5.0630686E+001,-5.9258304E+001, 2.3654792E-001, 2.3654792E-001
 9.7801581E+002, 4.2868719E+003,-1.0501822E+003,-3.0833119E+003,-2.6881711E+001,-4.2835720E+001, 0.0000000E+000, 0.0000000E+000, 8.3283131E+001, 8.3660329E+001, 2.3654792E-001, 2.3654792E-001
